PLEASER_ITEM,DESCRIPTION,BRAND,SUB_CATEGORY,2ND_SUB_CATEGORY,STYLE_NAME,COLOR_DESCRIPTION,WHOLESALE_PRICE_US,SIZE_RANGE,IMAGE_FULL,IMAGE_THUMBNAIL,BLANK_1,BLANK_2,HEEL_PLATFORM,MSRP_USD_FOR_INTL_ACCT,DESCRIPTION_ADDITION,ITEM_STATUS,SALE_DATE,MAP_US_DOLLAR,MAP_ACTIVATION_DATE,MSRP_EURO_FOR_INTL_ACCT,FIT_GUIDE,MSRP_USD_FOR_DOMESTIC_ACCT,MSRP_GBP_FOR_INTL_ACCT,CALF_CIRCUMFERENCE,BOOT_SHAFT_HEIGHT,FIRST_RCV_DATE,WHOLESALE_PRICE_NETHERLANDS,VEGAN_STYLE,MULTIVIEW_IMAGE_1,MULTIVIEW_IMAGE_2,MULTIVIEW_IMAGE_3,MULTIVIEW_IMAGE_4,HTML5_LINK,UPPER_MATERIAL,MID-SOLE_MATERIAL,LINING_MATERIAL,OUTSOLE_MATERIAL,HS_CODE,HEEL_HEIGHT_IN_INCH,HEEL_HEIGHT_IN_CM,PLATFORM_HEIGHT_IN_INCH,PLATFORM_HEIGHT_IN_CM,MSRP_YEN,MSRP_CAD,MSRP_RUBLE,MSRP_AUD,MSRP_UAH
MUE2028/BPU/PWCH,"5 1/2"" Finger Bone Heel, 1 1/2"" PF Lace Up Knee High Boot",Demonia,Women's Mid-Calf & Knee High Boots,,MUERTO-2028,Blk Vegan Leather/Pewter Chrome,89.00,"5-13",https://pleaser.sa.metacdn.com/picxnw/muerto-2028-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/muerto-2028-bpu_t.jpg,,,"5 1/2"" Heel, 1 1/2"" PF",203.95,,CURRENT,,154.95,10/30/2013,166.95,TRUE TO SIZE,,147.95,14.125,13.375,01/03/2014,122.00,YES,https://pleaser.sa.metacdn.com/viewpic/muerto-2028-bpu-pwch01.jpg,https://pleaser.sa.metacdn.com/viewpic/muerto-2028-bpu-pwch05.jpg,https://pleaser.sa.metacdn.com/viewpic/muerto-2028-bpu-pwch09.jpg,https://pleaser.sa.metacdn.com/viewpic/muerto-2028-bpu-pwch13.jpg,https://pleaser.sa.metacdn.com/html5/muerto-2028-bpu-pwch/Preview.html,PU,PVC,PVC,RUBBER,6402.91.4050,5.5,14.0,1.5,3.8,22399.00,260.95,14799,270.95,5799.00
NEP100/BHG,"3"" PF Lace-Up Ankle Bootie w/ Hook N' Loop Strap",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-100,Blk Glitter-Silver/Vegan Leather,56.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-100-bhg.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-100-bhg_t.jpg,,,"3"" PF",150.95,"3"""" (76mm) Platform Lace-Up Shoe Featuring Hook N' Loop Ankle Strap w/ Cone Studs and UV Reactive Tubbing on Tongue",CURRENT,,110.95,05/22/2017,123.95,TRUE TO SIZE,,108.95,9,4.5,06/16/2017,87.00,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-100-bhg01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-bhg05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-bhg09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-bhg13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-100-bhg/Preview.html,PAT-PU,PU,PU,TPR,6402.91.4050,.0,.0,3.0,7.6,16599.00,192.95,10899,200.95,4299.00
NEP100/PNHG,"3"" PF Lace-Up Ankle Bootie w/ Hook N' Loop Strap",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-100,Pink Glitter-Silver/Vegan Leather,56.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-100-pnhg.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-100-pnhg_t.jpg,,,"3"" PF",150.95,"3"""" (76mm) Platform Lace-Up Shoe Featuring Hook N' Loop Ankle Strap w/ Cone Studs and UV Reactive Tubbing on Tongue",CURRENT,,110.95,05/22/2017,123.95,TRUE TO SIZE,,108.95,9,4.5,06/16/2017,87.00,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pnhg01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pnhg05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pnhg09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pnhg13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-100-pnhg/Preview.html,PAT-PU,PU,PU,TPR,6402.91.4050,.0,.0,3.0,7.6,16599.00,192.95,10899,200.95,4299.00
NEP100/PPHG,"3"" PF Lace-Up Ankle Bootie w/ Hook N' Loop Strap",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-100,Purple Glitter-Hologram,55.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-100-pphg.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-100-pphg_t.jpg,,,"3"" PF",149.95,,CURRENT,,109.95,12/13/2018,122.95,TRUE TO SIZE,,108.95,9,4.5,01/11/2019,86.00,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pphg01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pphg05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pphg09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-pphg13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-100-pphg/Preview.html,PU,SEMI-PU,SEMI-PU,TPR,6402.91.4050,.0,.0,3.0,7.6,16499.00,191.95,10899,198.95,4299.00
NEP100/SGHG,"*3"" PF Lace-Up Ankle Bootie w/ Hook N' Loop Strap",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-100,Silver Glitter-Hologram,35.50,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-100-sghg.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-100-sghg_t.jpg,,,"3"" PF",104.95,,SALE,01/10/2022,,,85.95,TRUE TO SIZE,69.95,75.95,9,4.5,11/12/2018,61.50,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-100-sghg01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-sghg05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-sghg09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-100-sghg13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-100-sghg/Preview.html,GLITTER,SEMI-PU,SEMI-PU,TPR,6402.91.4050,.0,.0,3.0,7.6,11499.00,133.95,7599,139.95,2999.00
NEP126/BPT-GRNMC,"*3 "" PF Lace-Up Ankle Boot",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-126,Blk-Green Pat Multi,59.50,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-126-bptgrnmc.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-126-bptgrnmc_t.jpg,,,"3 "" PF",136.95,,SALE,01/10/2022,,,111.95,TRUE TO SIZE,101.95,98.95,8.25,6.5,11/11/2019,89.50,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bpt-grnmc01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bpt-grnmc05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bpt-grnmc09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bpt-grnmc13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-126-bpt-grnmc/Preview.html,PAT,SEMI-PU,FABRIC,PU,6402.91.4050,3.0,7.6,.0,.0,15099.00,174.95,9899,181.95,3899.00
NEP126/BVL-FN-PT,"3"" PF Lace-Up Ankle Boot w/ Hook N' Loop Straps, Back Zip",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-126,Blk Vegan Leather-Fishnet Fabric-Pat,69.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-126-bvlfnpt.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-126-bvlfnpt_t.jpg,,,"3"" PF",174.95,,CURRENT,,128.95,10/11/2018,142.95,TRUE TO SIZE,,126.95,8.25,6.5,11/07/2018,103.00,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bvl-fn-pt01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bvl-fn-pt05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bvl-fn-pt09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-126-bvl-fn-pt13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-126-bvl-fn-pt/Preview.html,FABRIC-PAT,SEMI-PU,FABRIC,PU,6402.91.4050,.0,.0,3.0,7.6,19199.00,223.95,12699,232.95,4999.00
NEP150/B,"*3"" PF Ankle Bootie Sandal w/ Hook N' Loop Straps, Back Zip",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-150,Blk Vegan Leather- Blk Pat,53.50,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-150-b.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-150-b_t.jpg,,,"3"" PF",126.95,,SALE,01/10/2022,,,103.95,TRUE TO SIZE,93.95,91.95,9.5,6,08/01/2018,81.50,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-150-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-150-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-150-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-150-b13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-150-b/Preview.html,PU-PAT,PU,PU,TPR,6402.91.4050,.0,.0,3.0,7.6,13999.00,161.95,9199,168.95,3599.00
NEP181/BVL,"3 "" PF  Lace-Up Ankle Boot",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-181,Blk Vegan Leather,59.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-181-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-181-bvl_t.jpg,,,"3 "" PF",152.95,"3"""" (76mm) Platform Lace-Up Front Ankle Boot Featuring Zig-Zag Strap w/ Quick Release Plastic Buckle",CURRENT,,114.95,08/19/2019,124.95,TRUE TO SIZE,,110.95,9.75,5.5,12/11/2019,88.00,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-181-bvl01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-181-bvl05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-181-bvl09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-181-bvl13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-181-bvl/Preview.html,PU,SEMI-PU,FABRIC,PU,6402.91.4050,3.0,7.6,.0,.0,16799.00,195.95,11099,202.95,4399.00
NEP181/WVLMC,"*3 "" PF Lace-Up Ankle Boot",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-181,Wht Vegan Leather Multi,48.50,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-181-w.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-181-w_t.jpg,,,"3 "" PF",113.95,"3"""" (76mm) Platform Lace-Up Front Ankle Boot Featuring Zig-Zag Strap w/ Quick Release Plastic Buckle",SALE,01/10/2022,,,92.95,TRUE TO SIZE,80.95,82.95,9.75,5.5,12/11/2019,75.50,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-181-wvlmc01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-181-wvlmc05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-181-wvlmc09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-181-wvlmc13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-181-wvlmc/Preview.html,PAT,SEMI-PU,FABRIC,PU,6402.91.4050,3.0,7.6,.0,.0,12499.00,145.95,8299,151.95,3199.00
NEP200/BPT-VL,"*3"" PF  Lace-Up Mid Calf Boot, Outside Zipper",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-200,Blk Pat-Vegan Leather,34.50,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-200-bptvl.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-200-bptvl_t.jpg,,,"3"" PF  Lace-Up Mid Calf Boot",105.95,"3"""" (76mm) Platform Lace-Up Mid Calf Boot , Outer Side Zip Closure",SALE,01/10/2022,,,86.95,TRUE TO SIZE,70.95,76.95,11.375,9,07/24/2019,62.50,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-200-bpt-vl01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-200-bpt-vl05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-200-bpt-vl09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-200-bpt-vl13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-200-bpt-vl/Preview.html,PAT,SEMI-PU,SEMI-PU,TPR,6402.91.4050,.0,.0,3.0,76.0,11699.00,135.95,7699,140.95,2999.00
NEP210/BVL,"3"" PF Mid Calf Boot, Side Zip",Demonia,Unisex Platform Shoes & Boots,,NEPTUNE-210,Blk Vegan Leather,67.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/neptune-210-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/neptune-210-bvl_t.jpg,,,"3"" PF Mid Calf Boot",176.95,,CURRENT,,127.95,05/07/2019,144.95,TRUE TO SIZE,,127.95,12.875,9.875,07/23/2019,104.00,YES,https://pleaser.sa.metacdn.com/viewpic/neptune-210-bvl01.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-210-bvl05.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-210-bvl09.jpg,https://pleaser.sa.metacdn.com/viewpic/neptune-210-bvl13.jpg,https://pleaser.sa.metacdn.com/html5/neptune-210-bvl/Preview.html,PU,SEMI-PU,SEMI-PU,TPR,6402.91.4050,.0,.0,3.0,76.0,19499.00,225.95,12799,234.95,4999.00
PAC01/B/PU,"4 1/2"" Goth Punk Wedge PF Sandal",Demonia,Women's Sandals,,PACE-01,Blk Vegan Leather,30.00,"6-11",https://pleaser.sa.metacdn.com/picxnw/pace-01-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/pace-01-bpu_t.jpg,,,"4 1/2"" Wedge",89.95,"4 1/2"""" (11.4cm) Wedge Heel Goth Punk Wedge Platform Sandal",CURRENT,,62.95,01/14/2013,73.95,TRUE TO SIZE,,64.95,,,11/28/2001,43.00,YES,https://pleaser.sa.metacdn.com/viewpic/pace-01-b-pu01.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-01-b-pu05.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-01-b-pu09.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-01-b-pu13.jpg,https://pleaser.sa.metacdn.com/html5/pace-01-b-pu/Preview.html,PU,PU,PU,PU,6402.99.3165,4.5,11.4,.0,.0,9899.00,114.95,6499,119.95,2599.00
PAC33/BVL,"4 1/2"" Wedge Platform Strappy Slingback Sandal",Demonia,Women's Sandals,,PACE-33,Blk Vegan Leather,34.00,"6-11",https://pleaser.sa.metacdn.com/picxnw/pace-33-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/pace-33-bvl_t.jpg,,,"4 1/2"" Wedge",102.95,"4 1/2"""" (114mm) Wedge Strappy Platform Sandal Featuring Asymmetrical Slingback Straps",CURRENT,,68.95,04/05/2019,83.95,TRUE TO SIZE,,74.95,,,06/19/2019,50.00,YES,https://pleaser.sa.metacdn.com/viewpic/pace-33-bvl01.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-33-bvl05.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-33-bvl09.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-33-bvl13.jpg,https://pleaser.sa.metacdn.com/html5/pace-33-bvl/Preview.html,PU,PU,SEMI-PU,PU,6402.99.3165,.0,.0,4.5,11.4,11299.00,131.95,7499,136.95,2899.00
PAC33/MR,"**4 1/2"" Wedge Platform Strappy Slingback Sandal",Demonia,Women's Sandals,,PACE-33,Magic Mirror,30.00,"6-11",https://pleaser.sa.metacdn.com/picxnw/pace-33-mr.jpg,https://pleaser.sa.metacdn.com/picxnw/pace-33-mr_t.jpg,,,"4 1/2"" Wedge",91.95,"4 1/2"""" (114mm) Wedge Strappy Platform Sandal Featuring Asymmetrical Slingback Straps",CURRENT,,62.95,04/05/2019,74.95,TRUE TO SIZE,,66.95,,,06/26/2019,45.00,YES,https://pleaser.sa.metacdn.com/viewpic/pace-33-mr01.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-33-mr05.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-33-mr09.jpg,https://pleaser.sa.metacdn.com/viewpic/pace-33-mr13.jpg,https://pleaser.sa.metacdn.com/html5/pace-33-mr/Preview.html,TPU,PU,PU,PU,6402.99.3165,.0,.0,4.5,11.4,10099.00,117.95,6699,121.95,2599.00
PETROL150/B,"3 1/2"" PF Lace-Up Mid-Calf Boot, Back Zip",Demonia,Unisex Platform Shoes & Boots,,PETROL-150,Blk Pat,58.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/petrol-150-b.jpg,https://pleaser.sa.metacdn.com/picxnw/petrol-150-b_t.jpg,,,"3 1/2"" PF",150.95,,CURRENT,,112.95,10/19/2018,123.95,TRUE TO SIZE,,108.95,13.375,9.875,11/12/2018,87.00,YES,https://pleaser.sa.metacdn.com/viewpic/petrol-150-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/petrol-150-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/petrol-150-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/petrol-150-b13.jpg,https://pleaser.sa.metacdn.com/html5/petrol-150-b/Preview.html,PAT,SEMI-PU,FABRIC,TPR,6402.91.4050,.0,.0,3.5,9.0,16599.00,192.95,10899,200.95,4299.00
PETROL150/BVL,"3 1/2"" PF Lace-Up Mid-Calf Boot, Back Zip",Demonia,Unisex Platform Shoes & Boots,,PETROL-150,Blk Vegan Leather,58.00,"Men's 4-12",https://pleaser.sa.metacdn.com/picxnw/petrol-150-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/petrol-150-bvl_t.jpg,,,"3 1/2"" PF",150.95,,CURRENT,,112.95,11/14/2018,123.95,TRUE TO SIZE,,108.95,13.375,9.875,12/17/2018,87.00,YES,https://pleaser.sa.metacdn.com/viewpic/petrol-150-bvl01.jpg,https://pleaser.sa.metacdn.com/viewpic/petrol-150-bvl05.jpg,https://pleaser.sa.metacdn.com/viewpic/petrol-150-bvl09.jpg,https://pleaser.sa.metacdn.com/viewpic/petrol-150-bvl13.jpg,https://pleaser.sa.metacdn.com/html5/petrol-150-bvl/Preview.html,PU,SEMI-PU,FABRIC,TPR,6402.91.4050,.0,.0,3.5,9.0,16599.00,192.95,10899,200.95,4299.00
PIX15/BVL-PT,"*5 1/4"" Heel, 1 1/4"" PF Peep Toe Pump w/Heart O-Ring Detail",Demonia,Women's Heels & Platform Shoes,,PIXIE-15,Blk Vegan Leather-Pat,13.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/pixie-15-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/pixie-15-bvl_t.jpg,,,"5 1/4"" Heel, 1 1/4"" PF",49.95,"5 1/4"""" (13.3cm) Heel, 1 1/4"""" (3.2cm) Platform Peep Toe Pump Featuring Studded Straps with Heart O-Ring on Vamp",SALE,01/19/2018,,,40.95,TRUE TO SIZE,37.95,35.95,,,12/14/2015,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/pixie-15-bvl-pt01.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-15-bvl-pt05.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-15-bvl-pt09.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-15-bvl-pt13.jpg,https://pleaser.sa.metacdn.com/html5/pixie-15-bvl-pt/Preview.html,PU,PU,PU,RUBBER,6402.99.3165,5.3,13.3,1.3,3.2,5499.00,63.95,3599,65.95,1399.00
PIX17/BPT,"*5 1/4"" Heel,1 1/4"" PF Peep Toe Cutout Pump w/Spikes Detail",Demonia,Women's Heels & Platform Shoes,,PIXIE-17,Blk Pat-Pvc,13.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/pixie-17-b.jpg,https://pleaser.sa.metacdn.com/picxnw/pixie-17-b_t.jpg,,,"5 1/4"" Heel, 1 1/4"" PF",49.95,"5 1/4"""" (13.3cm) Heel, 1 1/4"""" (3.2cm) Platform Peep Toe Pump Featuring See-Through Heart Cutout Design and Pointed Studs Detail",SALE,01/19/2018,,,40.95,TRUE TO SIZE,37.95,35.95,,,01/26/2016,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bpt01.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bpt05.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bpt09.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bpt13.jpg,https://pleaser.sa.metacdn.com/html5/pixie-17-bpt/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.3,13.3,1.3,3.2,5499.00,63.95,3599,65.95,1399.00
PIX17/BVL,"*5 1/4"" Heel,1 1/4"" PF Peep Toe Cutout Pump w/Spikes Detail",Demonia,Women's Heels & Platform Shoes,,PIXIE-17,Blk Vegan Leather -Pony Faux Fur,16.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/pixie-17-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/pixie-17-bvl_t.jpg,,,"5 1/4"" Heel, 1 1/4"" PF",56.95,"5 1/4"""" (13.3cm) Heel, 1 1/4"""" (3.2cm) Platform Peep Toe Pump Featuring See-Through Heart Cutout Design and Pointed Studs Detail",SALE,01/19/2018,,,46.95,TRUE TO SIZE,41.95,40.95,,,01/06/2016,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bvl01.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bvl05.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bvl09.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-bvl13.jpg,https://pleaser.sa.metacdn.com/html5/pixie-17-bvl/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.3,13.3,1.3,3.2,6299.00,72.95,4099,75.95,1599.00
PIX17/RPT,"*5 1/4"" Heel,1 1/4"" PF Peep Toe Cutout Pump w/Spikes Detail",Demonia,Women's Heels & Platform Shoes,,PIXIE-17,Red Pat-Pvc,16.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/pixie-17-r.jpg,https://pleaser.sa.metacdn.com/picxnw/pixie-17-r_t.jpg,,,"5 1/4"" Heel, 1 1/4"" PF",56.95,"5 1/4"""" (13.3cm) Heel, 1 1/4"""" (3.2cm) Platform Peep Toe Pump Featuring See-Through Heart Cutout Design and Pointed Studs Detail",SALE,01/19/2018,,,46.95,TRUE TO SIZE,41.95,40.95,,,01/06/2016,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/pixie-17-rpt01.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-rpt05.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-rpt09.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-17-rpt13.jpg,https://pleaser.sa.metacdn.com/html5/pixie-17-rpt/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.3,13.3,1.3,3.2,6299.00,72.95,4099,75.95,1599.00
PIX18/BPT,"*5 1/4"" Heel,1 1/4"" PF Peep Toe Pump w/Lace & Spikes Detail",Demonia,Women's Heels & Platform Shoes,,PIXIE-18,Blk Pat,16.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/pixie-18-b.jpg,https://pleaser.sa.metacdn.com/picxnw/pixie-18-b_t.jpg,,,"5 1/4"" Heel, 1 1/4"" PF",60.95,,SALE,01/19/2018,,,49.95,TRUE TO SIZE,45.95,43.95,,,12/28/2015,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/pixie-18-bpt01.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-18-bpt05.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-18-bpt09.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-18-bpt13.jpg,https://pleaser.sa.metacdn.com/html5/pixie-18-bpt/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.3,13.3,1.3,3.2,6699.00,77.95,4399,80.95,1699.00
PIX18/SVL,"*5 1/4"" Heel,1 1/4"" PF Peep Toe Pump w/Lace & Spikes Detail",Demonia,Women's Heels & Platform Shoes,,PIXIE-18,Slv Vegan Leather,16.50,"5-12",https://pleaser.sa.metacdn.com/picxnw/pixie-18-svl.jpg,https://pleaser.sa.metacdn.com/picxnw/pixie-18-svl_t.jpg,,,"5 1/4"" Heel, 1 1/4"" PF",56.95,,SALE,01/19/2018,,,46.95,TRUE TO SIZE,41.95,40.95,,,01/18/2016,27.50,YES,https://pleaser.sa.metacdn.com/viewpic/pixie-18-svl01.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-18-svl05.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-18-svl09.jpg,https://pleaser.sa.metacdn.com/viewpic/pixie-18-svl13.jpg,https://pleaser.sa.metacdn.com/html5/pixie-18-svl/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.3,13.3,1.3,3.2,6299.00,72.95,4099,75.95,1599.00
POI03/BPT,"*5"" Wedge PF Ankle Strap w/Tiger Print Bottom",Demonia,Women's Heels & Platform Shoes,,POISON-03,Blk Pat,19.50,"6-12",https://pleaser.sa.metacdn.com/picxnw/poison-03-b.jpg,https://pleaser.sa.metacdn.com/picxnw/poison-03-b_t.jpg,,,"5"" Wedge PF",61.95,"5"""" (12.7cm) Wedge Platform Ankle Strap Featuring Entire Bottom in Tiger Print Faux Fur",SALE,01/10/2022,,,50.95,TRUE TO SIZE,45.95,44.95,,,08/11/2015,31.50,YES,https://pleaser.sa.metacdn.com/viewpic/poison-03-bpt01.jpg,https://pleaser.sa.metacdn.com/viewpic/poison-03-bpt05.jpg,https://pleaser.sa.metacdn.com/viewpic/poison-03-bpt09.jpg,https://pleaser.sa.metacdn.com/viewpic/poison-03-bpt13.jpg,https://pleaser.sa.metacdn.com/html5/poison-03-bpt/Preview.html,PAT,PU,PU,RUBBER,6402.99.3165,.0,.0,5.0,12.7,6799.00,78.95,4499,81.95,1799.00
POI101/BVL,"5"" Wedge PF Boot w/Straps, Studs, Assorted Charms & Chain",Demonia,Women's Ankle Boots,,POISON-101,Blk Vegan Leather,57.00,"6-12",https://pleaser.sa.metacdn.com/picxnw/poison-101-bvl.jpg,https://pleaser.sa.metacdn.com/picxnw/poison-101-bvl_t.jpg,,,"5"" Wedge PF",143.95,,CURRENT,,110.95,11/09/2015,117.95,TRUE TO SIZE,,103.95,9.25,6.75,12/04/2015,82.00,YES,https://pleaser.sa.metacdn.com/viewpic/poison-101-bvl01.jpg,https://pleaser.sa.metacdn.com/viewpic/poison-101-bvl05.jpg,https://pleaser.sa.metacdn.com/viewpic/poison-101-bvl09.jpg,https://pleaser.sa.metacdn.com/viewpic/poison-101-bvl13.jpg,https://pleaser.sa.metacdn.com/html5/poison-101-bvl/Preview.html,PU,PU,PU,RUBBER,6402.91.4050,.0,.0,5.0,12.7,15799.00,183.95,10399,190.95,4099.00
